head,tail,relation,note
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*41, CYP2D6*5","[['endoxifen', '(PA166124478)']]",decreased concentrations of,
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*41, CYP2D6*5","[['CYP2D6', '(PA128)']]",belongs to,
rs1800629,"[['adalimumab', '(PA10004)'], ['infliximab', '(PA452639)']]",response to,
rs1800629,"[['TNF', '(PA435)']]",belongs to,
rs1800629,"[['adalimumab', '(PA10004)'], ['etanercept', '(PA449515)'], ['infliximab', '(PA452639)']]",increased response to,
rs1800629,"[['TNF', '(PA435)']]",belongs to,
rs1800629,"[['TNF', '(PA435)']]",belongs to,
rs2760118,"[['methadone', '(PA450401)']]",decreased response to,
rs2760118,"[['ALDH5A1', '(PA24702)']]",belongs to,
rs4586,"[['risperidone', '(PA451257)']]",increased response to,
rs4586,"[['CCL2', '(PA130413151)']]",belongs to,
rs2857657,"[['risperidone', '(PA451257)']]",increased response to,
rs2857657,"[['CCL2', '(PA130413151)']]",belongs to,
rs4795893,"[['risperidone', '(PA451257)']]",increased response to,
rs4795893,"[['CCL2', '(PA130413151)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A4*1, CYP3A4*1B","[['CYP3A4', '(PA130)']]",belongs to,
"CYP2D6*1, CYP2D6*10, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*35, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6, CYP2D6*9","[['endoxifen', '(PA166124478)']]",decreased concentrations of,
"CYP2D6*1, CYP2D6*10, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*35, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6, CYP2D6*9","[['CYP2D6', '(PA128)']]",belongs to,
rs13266634,"[['insulin', 'recombinant', '(PA164744571)'], ['zinc', 'acetate', '(PA451961)']]",increased response to,
rs13266634,"[['SLC30A8', '(PA134915546)']]",belongs to,
rs3792269,"[['metformin', '(PA450395)']]",decreased response to,
rs3792269,"[['CAPN10', '(PA26058)']]",belongs to,
rs10213440,"[['PPARGC1A', '(PA33558)']]",belongs to,
rs249429,"[['PRKAA1', '(PA33744)']]",belongs to,
rs4810083,"[['PCK1', '(PA33069)']]",belongs to,
rs2003569,"[['simvastatin', '(PA451363)']]",increased response to,
rs2003569,"[['UGT1A9', '(PA419)']]",belongs to,
rs12052787,"[['simvastatin', '(PA451363)']]",increased response to,
rs12052787,"[['UGT1A9', '(PA419)']]",belongs to,
rs3738948,"[['Platinum', 'compounds', '(PA164713176)']]",increased response to,
rs3738948,"[['ERCC3', '(PA27849)']]",belongs to,
rs1800975,"[['Platinum', 'compounds', '(PA164713176)']]",increased response to,
rs1800975,"[['XPA', '(PA368)']]",belongs to,
rs1799801,"[['Platinum', 'compounds', '(PA164713176)']]",decreased response to,
rs1799801,"[['ERCC4', '(PA27850)']]",belongs to,
rs3794271,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs3794271,"[['SLCO1C1', '(PA37815)']]",belongs to,
CYP2D6 poor metabolizers,"[['4-hydroxytamoxifen', '(PA166127652)'], ['endoxifen', '(PA166124478)']]",decreased concentrations of,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
rs4848306,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",increased response to,
rs4848306,"[['IL1B', '(PA29808)']]",belongs to,
rs4251961,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs4251961,"[['IL1RN', '(PA29816)']]",belongs to,
rs352139,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs352139,"[['TLR9', '(PA38010)']]",belongs to,
rs4696480,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs4696480,"[['TLR2', '(PA36550)']]",belongs to,
rs1816702,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",increased response to,
rs1816702,"[['TLR2', '(PA36550)']]",belongs to,
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to,
rs11676382,"[['GGCX', '(PA28660)']]",belongs to,
rs11615,"[['Platinum', 'compounds', '(PA164713176)']]",increased response to,
rs11615,"[['ERCC1', '(PA155)']]",belongs to,
CYP2D6 poor metabolizers,"[['vortioxetine', '(PA166122595)']]",decreased clearance of,
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to,
rs368234815,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)'], ['telaprevir', '(PA165958354)']]",increased response to,
rs368234815,"[['IFNL4', '(PA166049147)']]",belongs to,
"CYP2C19*1, CYP2C19*17, CYP2C19*2","[['omeprazole', '(PA450704)'], ['pantoprazole', '(PA450774)'], ['rabeprazole', '(PA451216)']]",decreased metabolism of,
"CYP2C19*1, CYP2C19*17, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
rs846908,"[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
rs846908,"[['HSD11B1', '(PA29476)']]",belongs to,
rs4844880,"[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
rs4844880,"[['HSD11B1', '(PA29476)']]",belongs to,
rs846910,"[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
rs846910,"[['HSD11B1', '(PA29476)']]",belongs to,
rs10517,"[['warfarin', '(PA451906)']]",decreased dose of,
rs10517,"[['NQO1', '(PA31744)']]",belongs to,
"CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3","[['voriconazole', '(PA10233)']]",increased concentrations of,
"CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
rs11938228,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs11938228,"[['TLR2', '(PA36550)']]",belongs to,
rs3804099,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",increased response to,
rs3804099,"[['TLR2', '(PA36550)']]",belongs to,
rs2569190,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs2569190,"[['CD14', '(PA26188)']]",belongs to,
rs2275913,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs2275913,"[['IL17A', '(PA29794)']]",belongs to,
rs6927172,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs6927172,"[['TNFAIP3', '(PA36593)']]",belongs to,
rs10499563,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",increased response to,
rs10499563,"[['IL6', '(PA198)']]",belongs to,
rs5030728,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",increased response to,
rs5030728,"[['TLR4', '(PA36552)']]",belongs to,
rs1554973,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs1554973,"[['CNPY4', '(PA162382618)']]",belongs to,
rs4149570,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",increased response to,
rs4149570,"[['TNFRSF1A', '(PA36609)']]",belongs to,
rs2430561,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",increased response to,
rs2430561,"[['IFNG', '(PA29674)']]",belongs to,
rs1799971,"[['OPRM1', '(PA31945)']]",belongs to,
"CYP2C19*1, CYP2C19*17, CYP2C19*2","[['voriconazole', '(PA10233)']]",increased metabolism of,
"CYP2C19*1, CYP2C19*17, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*2","[['voriconazole', '(PA10233)']]",increased concentrations of,
"CYP2C19*1, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
CYP2C19*2,"[['voriconazole', '(PA10233)']]",increased concentrations of,
CYP2C19*2,"[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*2","[['voriconazole', '(PA10233)']]",increased concentrations of,
"CYP2C19*1, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3","[['voriconazole', '(PA10233)']]",increased trough concentration of,
"CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3","[['voriconazole', '(PA10233)']]",decreased trough concentration of,
"CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
rs11568658,"[['latanoprost', '(PA164774763)']]",decreased response to,
rs11568658,"[['ABCC4', '(PA397)']]",belongs to,
rs11568668,"[['ABCC4', '(PA397)']]",belongs to,
rs10306114,"[['latanoprost', '(PA164774763)']]",decreased response to,
rs10306114,"[['PTGS1', '(PA24346)']]",belongs to,
rs3766355,"[['latanoprost', '(PA164774763)']]",decreased response to,
rs3766355,"[['PTGFR', '(PA290)']]",belongs to,
rs3753380,"[['latanoprost', '(PA164774763)']]",decreased response to,
rs3753380,"[['PTGFR', '(PA290)']]",belongs to,
rs3397,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs3397,"[['TNFRSF1B', '(PA36610)']]",belongs to,
rs1061622,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs1061622,"[['TNFRSF1B', '(PA36610)']]",belongs to,
rs3397,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs3397,"[['TNFRSF1B', '(PA36610)']]",belongs to,
rs1061631,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",decreased response to,
rs1061631,"[['TNFRSF1B', '(PA36610)']]",belongs to,
"CYP2C9*1, CYP2C9*3","[['acenocoumarol', '(PA452632)']]",decreased clearance of,
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['acenocoumarol', '(PA452632)']]",decreased dose of,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
"CYP2C9*1, CYP2C9*2","[['CYP2C9', '(PA126)']]",belongs to,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['phenprocoumon', '(PA450921)']]",decreased dose of,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
"CYP3A4*1, CYP3A4*1B","[['CYP3A4', '(PA130)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A, CYP3A5*6","[['CYP3A5', '(PA131)']]",belongs to,
rs9923231,"[['phenprocoumon', '(PA450921)']]",decreased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
rs9934438,"[['phenprocoumon', '(PA450921)']]",decreased dose of,
rs9934438,"[['VKORC1', '(PA133787052)']]",belongs to,
rs7294,"[['phenprocoumon', '(PA450921)']]",increased dose of,
rs7294,"[['VKORC1', '(PA133787052)']]",belongs to,
rs6467136,"[['rosiglitazone', '(PA451283)']]",increased response to,
rs6467136,"[['PAX4', '(PA32958)']]",belongs to,
rs6467136,"[['PAX4', '(PA32958)']]",belongs to,
rs6467136,"[['rosiglitazone', '(PA451283)']]",increased response to,
rs6467136,"[['PAX4', '(PA32958)']]",belongs to,
rs10229583,"[['PAX4', '(PA32958)']]",belongs to,
rs12979860,"[['interferon', 'alfa-2a,', 'recombinant', '(PA164779048)'], ['interferon', 'alfa-2b,', 'recombinant', '(PA164783990)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs8099917,"[['interferon', 'alfa-2a,', 'recombinant', '(PA164779048)'], ['interferon', 'alfa-2b,', 'recombinant', '(PA164783990)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs368234815,"[['ribavirin', '(PA451241)'], ['sofosbuvir', '(PA166122593)']]",decreased response to,
rs368234815,"[['IFNL4', '(PA166049147)']]",belongs to,
rs2231142,"[['antineoplastic', 'agents', '(PA452621)']]",decreased response to,
rs2231142,"[['ABCG2', '(PA390)']]",belongs to,
rs2835859,"[['fentanyl', '(PA449599)']]",increased dose of,
rs2835859,"[['KCNJ6', '(PA30049)']]",belongs to,
rs833061,"[['VEGFA', '(PA37302)']]",belongs to,
rs699947,"[['bevacizumab', '(PA130232992)'], ['capecitabine', '(PA448771)'], ['fluorouracil', '(PA128406956)'], ['irinotecan', '(PA450085)'], ['leucovorin', '(PA450198)'], ['oxaliplatin', '(PA131285527)']]",increased response to,
rs699947,"[['VEGFA', '(PA37302)']]",belongs to,
rs2010963,"[['VEGFA', '(PA37302)']]",belongs to,
rs3025039,"[['bevacizumab', '(PA130232992)'], ['capecitabine', '(PA448771)'], ['fluorouracil', '(PA128406956)'], ['irinotecan', '(PA450085)'], ['leucovorin', '(PA450198)'], ['oxaliplatin', '(PA131285527)']]",decreased response to,
rs3025039,"[['VEGFA', '(PA37302)']]",belongs to,
CYP2C19*17,"[['voriconazole', '(PA10233)']]",decreased concentrations of,
CYP2C19*17,"[['CYP2C19', '(PA124)']]",belongs to,
rs429358,"[['warfarin', '(PA451906)']]",decreased dose of,
rs429358,"[['APOE', '(PA55)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",decreased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
rs1045642,"[['warfarin', '(PA451906)']]",increased dose of,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs8175347,"[['warfarin', '(PA451906)']]",increased dose of,
rs8175347,"[['UGT1A1', '(PA420)']]",belongs to,
rs187238,"[['IL18', '(PA29802)']]",belongs to,
rs776746,"[['tacrolimus', '(PA451578)']]",increased concentrations of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs16861194,"[['ADIPOQ', '(PA134933118)']]",belongs to,
rs266729,"[['ADIPOQ', '(PA134933118)']]",belongs to,
rs2241766,"[['pioglitazone', '(PA450970)']]",increased response to,
rs2241766,"[['ADIPOQ', '(PA134933118)']]",belongs to,
rs1501299,"[['ADIPOQ', '(PA134933118)']]",belongs to,
rs2241767,"[['ADIPOQ', '(PA134933118)']]",belongs to,
rs3821799,"[['ADIPOQ', '(PA134933118)']]",belongs to,
rs1063537,"[['ADIPOQ', '(PA134933118)']]",belongs to,
rs3774261,"[['ADIPOQ', '(PA134933118)']]",belongs to,
rs2082940,"[['ADIPOQ', '(PA134933118)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs1128503,"[['tacrolimus', '(PA451578)']]",increased dose of,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
rs1128503,"[['tacrolimus', '(PA451578)']]",decreased concentrations of,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs361525,"[['TNF', '(PA435)']]",belongs to,
rs1799724,"[['etanercept', '(PA449515)']]",increased response to,
rs1799724,"[['TNF', '(PA435)']]",belongs to,
rs1800630,"[['TNF', '(PA435)']]",belongs to,
rs1799964,"[['TNF', '(PA435)']]",belongs to,
rs1041981,"[['LTA', '(PA30474)']]",belongs to,
rs1800629,"[['infliximab', '(PA452639)']]",increased response to,
rs1800629,"[['TNF', '(PA435)']]",belongs to,
rs9384179,"[['fentanyl', '(PA449599)']]",increased dose of,
rs9384179,"[['OPRM1', '(PA31945)']]",belongs to,
rs11959113,"[['fentanyl', '(PA449599)']]",increased dose of,
rs1057910,"[['warfarin', '(PA451906)']]",increased dose of,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs7294,"[['VKORC1', '(PA133787052)']]",belongs to,
rs2740574,"[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
rs2740574,"[['CYP3A4', '(PA130)']]",belongs to,
CYP2C19*17,"[['voriconazole', '(PA10233)']]",decreased concentrations of,
CYP2C19*17,"[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*2","[['voriconazole', '(PA10233)']]",increased metabolism of,
"CYP2C19*1, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
rs11231809,"[['methotrexate', '(PA450428)']]",decreased response to,
rs11231809,"[['SLC22A11', '(PA38295)']]",belongs to,
rs246240,"[['methotrexate', '(PA450428)']]",decreased response to,
rs246240,"[['ABCC1', '(PA244)']]",belongs to,
rs3784864,"[['methotrexate', '(PA450428)']]",decreased response to,
rs3784864,"[['ABCC1', '(PA244)']]",belongs to,
rs3828913,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs3828913,"[['MICB', '(PA30812)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs8103142,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8103142,"[['IFNL3', '(PA134952671)']]",belongs to,
rs11881222,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs11881222,"[['IFNL3', '(PA134952671)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs12979860,"[['deleobuvir', '(PA166128130)'], ['faldaprevir', '(PA166128132)']]",increased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs1063538,"[['ADIPOQ', '(PA134933118)']]",belongs to,
rs1800629,"[['TNF', '(PA435)']]",belongs to,
rs1800896,"[['etanercept', '(PA449515)']]",increased response to,
rs1800896,"[['IL10', '(PA29778)']]",belongs to,
rs1800629,"[['etanercept', '(PA449515)']]",increased response to,
rs1800629,"[['TNF', '(PA435)']]",belongs to,
rs1800471,"[['etanercept', '(PA449515)']]",decreased response to,
rs1800471,"[['TGFB1', '(PA350)']]",belongs to,
rs361525,"[['infliximab', '(PA452639)']]",increased response to,
rs361525,"[['TNF', '(PA435)']]",belongs to,
rs13064411,"[['hmg', 'coa', 'reductase', 'inhibitors', '(PA133950441)']]",decreased response to,
rs13064411,"[['CFAP44', '(PA134928828)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs368234815,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs368234815,"[['IFNL4', '(PA166049147)']]",belongs to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs12980275,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs12980275,"[['IFNL3', '(PA134952671)']]",belongs to,
rs8105790,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs8105790,"[['IFNL3', '(PA134952671)']]",belongs to,
rs11881222,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs11881222,"[['IFNL3', '(PA134952671)']]",belongs to,
rs4803219,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs4803219,"[['IFNL3', '(PA134952671)']]",belongs to,
rs12979860,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs7248668,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs7248668,"[['IFNL3', '(PA134952671)']]",belongs to,
rs10853728,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs10853728,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs12980275,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12980275,"[['IFNL3', '(PA134952671)']]",belongs to,
rs12979860,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs12979860,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs7294,"[['warfarin', '(PA451906)']]",decreased concentrations of,
rs7294,"[['VKORC1', '(PA133787052)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",decreased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",decreased concentrations of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
rs7294,"[['warfarin', '(PA451906)']]",increased dose of,
rs7294,"[['VKORC1', '(PA133787052)']]",belongs to,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
"CYP2C9*1, CYP2C9*2","[['CYP2C9', '(PA126)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",decreased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
"UGT1A1*1, UGT1A1*60","[['belinostat', '(PA165971474)']]",increased concentrations of,
"UGT1A1*1, UGT1A1*60","[['UGT1A1', '(PA420)']]",belongs to,
"UGT1A1*1, UGT1A1*60","[['belinostat', '(PA165971474)']]",decreased metabolism of,
"UGT1A1*1, UGT1A1*60","[['UGT1A1', '(PA420)']]",belongs to,
UGT1A1*28,"[['UGT1A1', '(PA420)']]",belongs to,
"CYP4F2*1, CYP4F2*3","[['warfarin', '(PA451906)']]",increased dose of,
"CYP4F2*1, CYP4F2*3","[['CYP4F2', '(PA27121)']]",belongs to,
"CYP2C9*1, CYP2C9*2, CYP2C9*3, CYP2C9*8","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*2, CYP2C9*3, CYP2C9*8","[['CYP2C9', '(PA126)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",decreased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
rs1800566,"[['warfarin', '(PA451906)']]",increased dose of,
rs1800566,"[['NQO1', '(PA31744)']]",belongs to,
rs1045642,"[['efavirenz', '(PA449441)']]",decreased concentrations of,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs2032582,"[['efavirenz', '(PA449441)']]",decreased concentrations of,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A4*1, CYP3A4*1G","[['tacrolimus', '(PA451578)']]",increased dose-adjusted trough concentrations of,
"CYP3A4*1, CYP3A4*1G","[['CYP3A4', '(PA130)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
POU2F1 low activity phenotype,"[['POU2F1', '(PA33536)']]",belongs to,
rs316019,"[['SLC22A2', '(PA331)']]",belongs to,
rs2252281,"[['SLC47A1', '(PA162403808)']]",belongs to,
rs2289669,"[['SLC47A1', '(PA162403808)']]",belongs to,
rs12943590,"[['SLC47A2', '(PA162403847)']]",belongs to,
rs9380142,"[['capecitabine', '(PA448771)'], ['fluorouracil', '(PA128406956)']]",decreased response to,
rs9380142,"[['HLA-G', '(PA35083)']]",belongs to,
rs1610696,"[['HLA-G', '(PA35083)']]",belongs to,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['warfarin', '(PA451906)']]",decreased dose of,
