head,tail,relation
"CYP2A6*1A, CYP2A6*7","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*7","[['nicotine', '(PA450626)']]",decreased catalytic activity of
"CYP2A6*1A, CYP2A6*7","[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*18A,"[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*18A,"[['coumarin', '(PA134521193)']]",decreased catalytic activity of
CYP2A6*18A,"[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*18A,"[['tegafur', '(PA452620)']]",decreased catalytic activity of
CYP2A6*18A,"[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*19,"[['coumarin', '(PA134521193)']]",decreased catalytic activity of
CYP2A6*19,"[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*19,"[['nicotine', '(PA450626)']]",decreased catalytic activity of
CYP2A6*19,"[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*19,"[['tegafur', '(PA452620)']]",decreased catalytic activity of
CYP2A6*19,"[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*4B, CYP2A6*9A","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*4B, CYP2A6*9A","[['coumarin', '(PA134521193)']]",decreased enzyme activity of
"CYP2A6*4B, CYP2A6*9A","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*4C, CYP2A6*9A","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*4C, CYP2A6*9A","[['coumarin', '(PA134521193)']]",decreased enzyme activity of
"CYP2A6*4C, CYP2A6*9A","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*4A, CYP2A6*9A","[['coumarin', '(PA134521193)']]",decreased enzyme activity of
"CYP2A6*1A, CYP2A6*4A, CYP2A6*9A","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*4A, CYP2A6*9A","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*9A","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*9A","[['coumarin', '(PA134521193)']]",decreased enzyme activity of
"CYP2A6*1A, CYP2A6*9A","[['CYP2A6', '(PA121)']]",belongs to
"NAT2*12A, NAT2*6A","[['sulfamethazine', '(PA451542)']]",increased catalytic activity of
"NAT2*12A, NAT2*6A","[['NAT2', '(PA18)']]",belongs to
"NAT2*4, NAT2*7A","[['sulfamethazine', '(PA451542)']]",increased catalytic activity of
"NAT2*4, NAT2*7A","[['NAT2', '(PA18)']]",belongs to
"NAT2*13A, NAT2*6A","[['sulfamethazine', '(PA451542)']]",increased catalytic activity of
"NAT2*13A, NAT2*6A","[['NAT2', '(PA18)']]",belongs to
"NAT2*6A, NAT2*7A","[['sulfamethazine', '(PA451542)']]",decreased catalytic activity of
"NAT2*6A, NAT2*7A","[['NAT2', '(PA18)']]",belongs to
"NAT2*14A, NAT2*5A","[['sulfamethazine', '(PA451542)']]",decreased catalytic activity of
"NAT2*14A, NAT2*5A","[['NAT2', '(PA18)']]",belongs to
"CYP2A6*1A, CYP2A6*7","[['letrozole', '(PA450196)']]",decreased catalytic activity of
"CYP2A6*1A, CYP2A6*7","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*4A","[['letrozole', '(PA450196)']]",decreased enzyme activity of
"CYP2A6*1A, CYP2A6*4A","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*4A","[['letrozole', '(PA450196)']]",decreased catalytic activity of
"CYP2A6*1A, CYP2A6*4A","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*4A, CYP2A6*9A","[['letrozole', '(PA450196)']]",decreased catalytic activity of
"CYP2A6*1A, CYP2A6*4A, CYP2A6*9A","[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*1B1,"[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*1B1,"[['CYP2A6', '(PA121)']]",belongs to
rs2725263,"[['ABCG2', '(PA390)']]",belongs to
"CYP2C19*1, CYP2C19*2","[['voriconazole', '(PA10233)']]",decreased clearance of
"CYP2C19*1, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*3","[['voriconazole', '(PA10233)']]",decreased clearance of
"CYP2C19*1, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*29","[['voriconazole', '(PA10233)']]",decreased clearance of
"CYP2C19*1, CYP2C19*29","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*30","[['voriconazole', '(PA10233)']]",decreased clearance of
"CYP2C19*1, CYP2C19*30","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*31","[['voriconazole', '(PA10233)']]",decreased clearance of
"CYP2C19*1, CYP2C19*31","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*32","[['voriconazole', '(PA10233)']]",decreased clearance of
"CYP2C19*1, CYP2C19*32","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*33","[['voriconazole', '(PA10233)']]",decreased clearance of
"CYP2C19*1, CYP2C19*33","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*23","[['voriconazole', '(PA10233)']]",decreased clearance of
"CYP2C19*1, CYP2C19*23","[['CYP2C19', '(PA124)']]",belongs to
rs724710,"[['dexamethasone', '(PA449247)']]",increased sensitivity to
rs724710,"[['BCL2L11', '(PA25305)']]",belongs to
rs2241843,"[['dexamethasone', '(PA449247)']]",increased sensitivity to
rs2241843,"[['BCL2L11', '(PA25305)']]",belongs to
CYP2C19*5,"[['CYP2C19', '(PA124)']]",belongs to
rs104894021,"[['disopyramide', '(PA449373)']]",decreased inhibition of
rs104894021,"[['KCNH2', '(PA212)']]",belongs to
rs104894021,"[['disopyramide', '(PA449373)']]",decreased inhibition of
rs104894021,"[['KCNH2', '(PA212)']]",belongs to
rs150152656,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs150152656,"[['CYP2C19', '(PA124)']]",belongs to
"CYP2A6*12A, CYP2A6*1A","[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*1X2A,"[['CYP2A6', '(PA121)']]",belongs to
rs1801131,"[['MTHFR', '(PA245)']]",belongs to
rs1801133,"[['MTHFR', '(PA245)']]",belongs to
rs3918290,"[['fluorouracil', '(PA128406956)']]",decreased clearance of
rs3918290,"[['DPYD', '(PA145)']]",belongs to
rs45445694,"[['TYMS', '(PA359)']]",belongs to
rs776746,"[['CYP3A5', '(PA131)']]",belongs to
rs4149056,"[['SLCO1B1', '(PA134865839)']]",belongs to
rs186983396,"[['caffeine', '(PA448710)'], ['chlorocresol', '(PA166122627)']]",increased sensitivity to
rs186983396,"[['RYR1', '(PA34896)']]",belongs to
rs6962291,"[['TBXAS1', '(PA349)']]",belongs to
rs6962291,"[['TBXAS1', '(PA349)']]",belongs to
rs532545,"[['CDA', '(PA98)']]",belongs to
rs602950,"[['CDA', '(PA98)']]",belongs to
rs3215400,"[['CDA', '(PA98)']]",belongs to
rs2072671,"[['CDA', '(PA98)']]",belongs to
rs1048977,"[['CDA', '(PA98)']]",belongs to
rs9993633,"[['DCK', '(PA137)']]",belongs to
rs747199,"[['SLC29A1', '(PA154)']]",belongs to
rs3813929,"[['HTR2C', '(PA194)']]",belongs to
rs518147,"[['HTR2C', '(PA194)']]",belongs to
rs1804645,"[['NCOA1', '(PA31470)']]",belongs to
rs1804645,"[['tamoxifen', '(PA451581)']]",decreased activity of
rs1804645,"[['NCOA1', '(PA31470)']]",belongs to
rs56027330,"[['bumetanide', '(PA448682)']]",decreased transport of
rs56027330,"[['SLC17A3', '(PA35822)']]",belongs to
rs9332239,"[['tolbutamide', '(PA451718)']]",decreased catalytic activity of
rs9332239,"[['CYP2C9', '(PA126)']]",belongs to
rs8187710,"[['calcein', '(PA132595336)'], ['lopinavir', '(PA450264)']]",decreased transport of
rs8187710,"[['ABCC2', '(PA116)']]",belongs to
rs12721226,"[['losartan', '(PA450268)']]",decreased affinity to
rs12721226,"[['AGTR1', '(PA43)']]",belongs to
rs41291556,"[['CYP2C19', '(PA124)']]",belongs to
rs5273,"[['PTGS2', '(PA293)']]",belongs to
rs5273,"[['nimesulide', '(PA137179528)']]",increased enzyme activity of
rs5273,"[['PTGS2', '(PA293)']]",belongs to
rs3218622,"[['PTGS2', '(PA293)']]",belongs to
rs1801159,"[['DPYD', '(PA145)']]",belongs to
rs5272,"[['nimesulide', '(PA137179528)']]",increased enzyme activity of
rs5272,"[['PTGS2', '(PA293)']]",belongs to
rs3218625,"[['PTGS2', '(PA293)']]",belongs to
rs2286455,"[['PROM1', '(PA33807)']]",belongs to
rs17376848,"[['DPYD', '(PA145)']]",belongs to
rs5272,"[['PTGS2', '(PA293)']]",belongs to
rs7439366,"[['UGT2B7', '(PA361)']]",belongs to
rs7439366,"[['UGT2B7', '(PA361)']]",belongs to
rs7439366,"[['UGT2B7', '(PA361)']]",belongs to
rs555754,"[['SLC22A3', '(PA330)']]",belongs to
rs1801266,"[['DPYD', '(PA145)']]",belongs to
DPYD*4,"[['DPYD', '(PA145)']]",belongs to
rs8087522,"[['MC4R', '(PA30676)']]",belongs to
rs67376798,"[['DPYD', '(PA145)']]",belongs to
rs2297595,"[['DPYD', '(PA145)']]",belongs to
rs7297610,"[['YEATS4', '(PA134992686)']]",belongs to
rs7297610,"[['hydrochlorothiazide', '(PA449899)']]",decreased expression of
rs7297610,"[['YEATS4', '(PA134992686)']]",belongs to
rs7439366,"[['flurbiprofen', '(PA449683)']]",decreased enzyme activity of
rs7439366,"[['UGT2B7', '(PA361)']]",belongs to
rs368505753,"[['ivacaftor', '(PA165950341)']]",activity of
rs368505753,"[['CFTR', '(PA109)']]",belongs to
rs5219,"[['glibenclamide', '(PA449782)']]",decreased activity of
rs5219,"[['KCNJ11', '(PA217)']]",belongs to
rs727504129,"[['RYR1', '(PA34896)']]",belongs to
rs121918596,"[['chlorocresol', '(PA166122627)']]",increased sensitivity to
rs121918596,"[['RYR1', '(PA34896)']]",belongs to
rs7902257,"[['CYP2C19', '(PA124)']]",belongs to
"CYP2C9*1, CYP2C9*2","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*3","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*8","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*8","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*11","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*13","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*13","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*14","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*14","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*16","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*16","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*19","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*19","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*23","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*27","[['phenytoin', '(PA450947)']]",increased clearance of
"CYP2C9*1, CYP2C9*27","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*29","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*31","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*31","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*33","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*33","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*34","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*36","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*36","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*37","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*37","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*38","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*39","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*39","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*40","[['phenytoin', '(PA450947)']]",increased clearance of
"CYP2C9*1, CYP2C9*40","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*41","[['phenytoin', '(PA450947)']]",increased clearance of
"CYP2C9*1, CYP2C9*41","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*42","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*42","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*43","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*43","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*44","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*45","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*45","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*46","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*47","[['phenytoin', '(PA450947)']]",increased clearance of
"CYP2C9*1, CYP2C9*47","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*48","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*49","[['phenytoin', '(PA450947)']]",increased clearance of
"CYP2C9*1, CYP2C9*49","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*50","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*50","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*51","[['phenytoin', '(PA450947)']]",increased clearance of
"CYP2C9*1, CYP2C9*51","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*52","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*52","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*53","[['phenytoin', '(PA450947)']]",increased clearance of
"CYP2C9*1, CYP2C9*53","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*54","[['phenytoin', '(PA450947)']]",increased clearance of
"CYP2C9*1, CYP2C9*54","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*55","[['phenytoin', '(PA450947)']]",decreased clearance of
"CYP2C9*1, CYP2C9*55","[['CYP2C9', '(PA126)']]",belongs to
"CYP2C9*1, CYP2C9*56","[['phenytoin', '(PA450947)']]",increased clearance of
"CYP2C9*1, CYP2C9*56","[['CYP2C9', '(PA126)']]",belongs to
"CYP2B6*1, CYP2B6*30","[['bupropion', '(PA448687)']]",decreased activity of
"CYP2B6*1, CYP2B6*30","[['CYP2B6', '(PA123)']]",belongs to
rs8175347,"[['UGT1A1', '(PA420)']]",belongs to
rs11568634,"[['adefovir', 'dipivoxil', '(PA10005)']]",decreased uptake of
rs11568634,"[['SLC22A6', '(PA388)']]",belongs to
"CYP3A4*1, CYP3A4*1G","[['fentanyl', '(PA449599)']]",decreased metabolism of
"CYP3A4*1, CYP3A4*1G","[['CYP3A4', '(PA130)']]",belongs to
rs1799971,"[['buprenorphine', '(PA448685)']]",decreased activity of
rs1799971,"[['OPRM1', '(PA31945)']]",belongs to
rs7439366,"[['diclofenac', 'acyl', 'glucuronide', '(PA166163692)']]",decreased formation of
rs7439366,"[['UGT2B7', '(PA361)']]",belongs to
"CYP2C8*1A, CYP2C8*4","[['diclofenac', 'acyl', 'glucuronide', '(PA166163692)']]",decreased metabolism of
"CYP2C8*1A, CYP2C8*4","[['CYP2C8', '(PA125)']]",belongs to
"CYP2C19*1, CYP2C19*18, CYP2C19*30, CYP2C19*31, CYP2C19*32, CYP2C19*33, CYP2C19*6","[['nebivolol', '(PA151958426)']]",decreased clearance of
"CYP2C19*1, CYP2C19*18, CYP2C19*30, CYP2C19*31, CYP2C19*32, CYP2C19*33, CYP2C19*6","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*29","[['CYP2C19', '(PA124)']]",belongs to
rs747199,"[['SLC29A1', '(PA154)']]",belongs to
rs747199,"[['SLC29A1', '(PA154)']]",belongs to
rs70914,"[['SLC29A1', '(PA154)']]",belongs to
rs70914,"[['SLC29A1', '(PA154)']]",belongs to
rs731780,"[['SLC29A1', '(PA154)']]",belongs to
"TPMT*1, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*2, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*2, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
rs6817882,"[['UGT2B17', '(PA37189)']]",belongs to
rs1142345,"[['TPMT', '(PA356)']]",belongs to
rs1800460,"[['TPMT', '(PA356)']]",belongs to
"TPMT*2, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*5","[['rosuvastatin', '(PA134308647)']]",decreased uptake of
"SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*5","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*9","[['rosuvastatin', '(PA134308647)']]",decreased uptake of
"SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*9","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*15, SLCO1B1*1A, SLCO1B1*1B","[['rosuvastatin', '(PA134308647)']]",decreased uptake of
"SLCO1B1*15, SLCO1B1*1A, SLCO1B1*1B","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*18, SLCO1B1*1A, SLCO1B1*1B","[['rosuvastatin', '(PA134308647)']]",decreased uptake of
"SLCO1B1*18, SLCO1B1*1A, SLCO1B1*1B","[['SLCO1B1', '(PA134865839)']]",belongs to
"TPMT*1, TPMT*2","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*2","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*2","[['TPMT', '(PA356)']]",belongs to
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to
"TPMT*1, TPMT*1S, TPMT*3A, TPMT*3C, TPMT*7","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*1S, TPMT*3A, TPMT*3C, TPMT*7","[['TPMT', '(PA356)']]",belongs to
rs55948420,"[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*26","[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased catalytic activity of
"CYP2C19*1, CYP2C19*26","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*26","[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased clearance of
"CYP2C19*1, CYP2C19*26","[['CYP2C19', '(PA124)']]",belongs to
"SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*5","[['atrasentan', '(PA143414738)']]",decreased transport of
"SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*5","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*9","[['atrasentan', '(PA143414738)']]",decreased transport of
"SLCO1B1*1A, SLCO1B1*1B, SLCO1B1*9","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*15, SLCO1B1*1A, SLCO1B1*1B","[['atrasentan', '(PA143414738)']]",decreased transport of
"SLCO1B1*15, SLCO1B1*1A, SLCO1B1*1B","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*18, SLCO1B1*1A, SLCO1B1*1B","[['atrasentan', '(PA143414738)']]",decreased transport of
"SLCO1B1*18, SLCO1B1*1A, SLCO1B1*1B","[['SLCO1B1', '(PA134865839)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A, TPMT*4","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*2, TPMT*3A, TPMT*4","[['TPMT', '(PA356)']]",belongs to
CYP2D6*70,"[['CYP2D6', '(PA128)']]",belongs to
"TPMT*1, TPMT*9","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*9","[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*9","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10","[['mephenytoin', '(PA450373)']]",decreased catalytic activity of
"CYP2C19*1, CYP2C19*10","[['CYP2C19', '(PA124)']]",belongs to
"SLCO1B1*1A, SLCO1B1*2","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*1A, SLCO1B1*3","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*1A, SLCO1B1*5","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*1A, SLCO1B1*6","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*1A, SLCO1B1*9","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*12, SLCO1B1*1A","[['conjugated', 'estrogens', '(PA164754789)']]",decreased uptake of
"SLCO1B1*12, SLCO1B1*1A","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*13, SLCO1B1*1A","[['conjugated', 'estrogens', '(PA164754789)']]",decreased uptake of
"SLCO1B1*13, SLCO1B1*1A","[['SLCO1B1', '(PA134865839)']]",belongs to
SLC6A4 HTTLPR long form (L allele),"[['berberine', '(PA165860812)']]",increased transcription of
SLC6A4 HTTLPR long form (L allele),"[['SLC6A4', '(PA312)']]",belongs to
SLC6A4 HTTLPR long form (L allele),"[['evodiamine', '(PA165860788)']]",increased transcription of
SLC6A4 HTTLPR long form (L allele),"[['SLC6A4', '(PA312)']]",belongs to
TPMT*1,"[['mercaptopurine', '(PA450379)']]",increased activity of
TPMT*1,"[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*1S, TPMT*3A, TPMT*3D","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*1S","[['TPMT', '(PA356)']]",belongs to
rs1142345,"[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
rs1142345,"[['TPMT', '(PA356)']]",belongs to
rs2842949,"[['TPMT', '(PA356)']]",belongs to
rs2842934,"[['TPMT', '(PA356)']]",belongs to
rs1800460,"[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
rs1800460,"[['TPMT', '(PA356)']]",belongs to
rs12201199,"[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
rs12201199,"[['TPMT', '(PA356)']]",belongs to
rs2518463,"[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
rs17839843,"[['mercaptopurine', '(PA450379)']]",increased enzyme activity of
rs17839843,"[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*12","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*12","[['TPMT', '(PA356)']]",belongs to
rs3931660,"[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
rs3931660,"[['TPMT', '(PA356)']]",belongs to
rs12529220,"[['TPMT', '(PA356)']]",belongs to
rs4449636,"[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
rs2108622,"[['vitamin', 'e', '(PA451900)']]",increased steady-state level of
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to
rs3093105,"[['CYP4F2', '(PA27121)']]",belongs to
rs2108622,"[['vitamin', 'e', '(PA451900)']]",increased steady-state level of
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to
rs2072671,"[['CDA', '(PA98)']]",belongs to
rs1048977,"[['CDA', '(PA98)']]",belongs to
rs2306744,"[['DCK', '(PA137)']]",belongs to
"CYP2C19*1, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to
rs193922803,"[['chlorocresol', '(PA166122627)']]",increased activity of
rs193922803,"[['RYR1', '(PA34896)']]",belongs to
TPMT*26,"[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
TPMT*26,"[['TPMT', '(PA356)']]",belongs to
"TPMT*1S, TPMT*27","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1S, TPMT*27","[['TPMT', '(PA356)']]",belongs to
TPMT*31,"[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
TPMT*31,"[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['omeprazole', '(PA450704)']]",decreased affinity to
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['omeprazole', '(PA450704)']]",increased catalytic activity of
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
TPMT*3A,"[['mercaptopurine', '(PA450379)']]",decreased activity of
TPMT*3A,"[['TPMT', '(PA356)']]",belongs to
rs478437,"[['tamoxifen', '(PA451581)']]",increased sensitivity to
rs310786,"[['tamoxifen', '(PA451581)']]",increased sensitivity to
rs310786,"[['E2F7', '(PA134894421)']]",belongs to
